traffic_id,customer_id,channel,session_start,device
4770,4770,malinka_ads,2025-01-10 11:01:26,desktop
4771,4771,yandex,2025-01-05 10:08:18,desktop
4772,4772,yandex,2025-01-08 17:51:36,mobile
4773,4773,vk,2025-01-04 19:31:04,desktop
4774,4774,vk,2025-01-20 04:11:17,desktop
4775,4775,mail.ru_search,2025-01-02 02:31:18,mobile
4776,4776,yandex,2025-01-06 09:41:20,desktop
4777,4777,organic,2025-01-03 23:34:24,tablet
4778,4778,mail.ru_search,2025-01-01 01:52:26,tablet
4779,4779,organic,2025-01-02 06:21:17,mobile
4780,4780,vk,2025-01-13 11:03:11,mobile
4781,4781,vk,2025-01-04 05:14:17,mobile
4782,4782,yandex,2025-01-16 11:38:25,mobile
4783,4783,organic,2025-01-04 17:38:44,desktop
4784,4784,mail.ru_search,2025-01-21 14:54:46,desktop
4785,4785,mail.ru_search,2025-01-23 21:45:45,tablet
4786,4786,organic,2025-01-12 20:57:30,tablet
4787,4787,yandex,2025-01-09 20:03:53,tablet
4788,4788,vk,2025-01-03 08:02:23,tablet
4789,4789,organic,2025-01-09 06:52:54,tablet
4790,4790,yandex,2025-01-01 06:41:35,desktop
4791,4791,yandex,2025-01-13 17:16:36,tablet
4792,4792,malinka_ads,2025-01-07 03:34:41,tablet
4793,4793,malinka_ads,2025-01-01 07:10:23,desktop
4794,4794,yandex,2025-01-26 00:55:41,desktop
4795,4795,organic,2025-01-08 10:43:19,mobile
4796,4796,mail.ru_search,2025-01-05 09:30:35,tablet
4797,4797,malinka_ads,2025-01-03 12:12:15,mobile
4798,4798,vk,2025-01-02 05:34:04,mobile
4799,4799,yandex,2025-01-03 19:36:06,desktop
4800,4800,organic,2025-01-04 17:12:11,desktop
4801,4801,mail.ru_search,2025-01-03 03:06:02,mobile
4802,4802,yandex,2025-01-10 22:15:23,mobile
4803,4803,vk,2025-01-03 06:35:13,desktop
4804,4804,vk,2025-01-30 21:19:07,desktop
4805,4805,organic,2025-01-09 22:22:54,mobile
4806,4806,yandex,2025-01-08 14:42:56,tablet
4807,4807,malinka_ads,2025-01-16 21:58:22,tablet
4808,4808,vk,2025-01-04 10:28:27,tablet
4809,4809,organic,2025-01-01 01:23:28,tablet
4810,4810,vk,2025-01-04 06:44:43,mobile
4811,4811,mail.ru_search,2025-01-02 06:36:48,mobile
4812,4812,vk,2025-01-09 05:09:21,desktop
4813,4813,yandex,2025-01-14 12:11:34,tablet
4814,4814,organic,2025-01-03 12:10:58,desktop
4815,4815,mail.ru_search,2025-01-01 15:46:44,tablet
4816,4816,vk,2025-01-04 10:17:45,desktop
4817,4817,mail.ru_search,2025-01-27 12:46:59,tablet
4818,4818,vk,2025-01-02 18:54:50,mobile
4819,4819,yandex,2025-01-12 13:49:54,desktop
4820,4820,mail.ru_search,2025-01-01 22:02:05,mobile
4821,4821,vk,2025-01-01 13:46:58,desktop
4822,4822,yandex,2025-01-03 03:15:35,tablet
4823,4823,mail.ru_search,2025-01-03 22:45:36,tablet
4824,4824,mail.ru_search,2025-01-01 09:44:52,mobile
4825,4825,mail.ru_search,2025-01-03 15:57:27,tablet
4826,4826,malinka_ads,2025-01-04 19:28:58,mobile
4827,4827,organic,2025-01-01 07:42:08,tablet
4828,4828,yandex,2025-01-02 14:29:56,tablet
4829,4829,vk,2025-01-09 10:19:33,mobile
4830,4830,organic,2025-01-06 12:04:10,desktop
4831,4831,organic,2025-01-04 11:41:10,mobile
4832,4832,malinka_ads,2025-01-03 15:37:20,desktop
4833,4833,yandex,2025-01-17 19:37:58,desktop
4834,4834,organic,2025-01-01 13:50:24,desktop
4835,4835,vk,2025-01-06 05:20:29,mobile
4836,4836,vk,2025-01-12 18:45:38,mobile
4837,4837,yandex,2025-01-05 22:53:34,mobile
4838,4838,vk,2025-01-02 03:14:29,tablet
4839,4839,mail.ru_search,2025-01-12 10:09:21,desktop
4840,4840,mail.ru_search,2025-01-02 00:22:30,desktop
4841,4841,malinka_ads,2025-01-17 10:41:34,mobile
4842,4842,malinka_ads,2025-01-05 04:02:43,tablet
4843,4843,organic,2025-01-07 03:57:49,desktop
4844,4844,mail.ru_search,2025-01-01 05:37:46,desktop
4845,4845,organic,2025-01-03 15:32:27,desktop
4846,4846,mail.ru_search,2025-01-11 16:14:01,tablet
4847,4847,malinka_ads,2025-01-03 11:27:15,mobile
4848,4848,mail.ru_search,2025-01-02 22:48:07,tablet
4849,4849,vk,2025-01-24 03:59:00,tablet
4850,4850,mail.ru_search,2025-01-01 09:30:12,tablet
4851,4851,vk,2025-01-15 06:55:55,desktop
4852,4852,mail.ru_search,2025-01-08 01:38:12,tablet
4853,4853,mail.ru_search,2025-01-02 08:00:47,desktop
4854,4854,yandex,2025-01-01 18:25:39,desktop
4855,4855,malinka_ads,2025-01-03 08:49:56,tablet
4856,4856,yandex,2025-01-05 21:41:46,mobile
4857,4857,vk,2025-01-05 21:28:24,mobile
4858,4858,organic,2025-01-02 07:02:22,tablet
4859,4859,yandex,2025-01-04 11:22:08,tablet
4860,4860,organic,2025-01-11 11:48:26,mobile
4861,4861,yandex,2025-01-02 12:45:18,mobile
4862,4862,yandex,2025-01-25 20:38:58,tablet
4863,4863,mail.ru_search,2025-01-13 00:09:08,tablet
4864,4864,vk,2025-01-01 00:20:23,mobile
4865,4865,organic,2025-01-09 16:31:42,mobile
4866,4866,vk,2025-01-11 14:03:28,mobile
4867,4867,organic,2025-01-21 02:36:30,desktop
4868,4868,mail.ru_search,2025-01-09 13:44:01,tablet
4869,4869,yandex,2025-01-10 03:37:07,mobile
4870,4870,yandex,2025-01-02 16:10:32,tablet
4871,4871,malinka_ads,2025-01-08 19:19:23,desktop
4872,4872,malinka_ads,2025-01-04 17:48:25,desktop
4873,4873,organic,2025-01-19 01:12:01,mobile
4874,4874,yandex,2025-01-01 09:24:40,desktop
4875,4875,vk,2025-01-14 09:43:10,mobile
4876,4876,malinka_ads,2025-01-19 08:40:07,desktop
4877,4877,organic,2025-01-02 12:03:31,mobile
4878,4878,vk,2025-01-03 04:51:54,mobile
4879,4879,vk,2025-01-07 21:28:52,mobile
4880,4880,malinka_ads,2025-01-01 08:51:25,desktop
4881,4881,organic,2025-01-01 07:05:58,mobile
4882,4882,mail.ru_search,2025-01-08 03:40:50,tablet
4883,4883,yandex,2025-01-12 12:40:51,tablet
4884,4884,vk,2025-01-06 23:41:45,desktop
4885,4885,organic,2025-01-04 16:02:43,mobile
4886,4886,mail.ru_search,2025-01-11 01:00:19,desktop
4887,4887,organic,2025-01-06 22:41:11,desktop
4888,4888,yandex,2025-02-12 16:18:06,mobile
4889,4889,yandex,2025-01-06 20:18:52,desktop
4890,4890,mail.ru_search,2025-01-06 01:04:58,desktop
4891,4891,malinka_ads,2025-01-02 15:27:43,mobile
4892,4892,malinka_ads,2025-01-01 18:06:35,tablet
4893,4893,organic,2025-01-08 17:00:54,tablet
4894,4894,yandex,2025-01-06 06:45:39,tablet
4895,4895,malinka_ads,2025-01-08 02:10:10,desktop
4896,4896,yandex,2025-01-11 17:10:14,desktop
4897,4897,mail.ru_search,2025-01-01 12:24:39,mobile
4898,4898,vk,2025-01-07 04:08:11,mobile
4899,4899,malinka_ads,2025-01-01 02:13:23,desktop
4900,4900,mail.ru_search,2025-01-08 02:50:42,desktop
4901,4901,malinka_ads,2025-01-01 02:02:15,tablet
4902,4902,mail.ru_search,2025-01-15 02:46:43,mobile
4903,4903,organic,2025-01-06 01:36:14,tablet
4904,4904,malinka_ads,2025-01-14 12:23:24,tablet
4905,4905,malinka_ads,2025-01-03 00:39:59,tablet
4906,4906,yandex,2025-01-11 03:44:14,tablet
4907,4907,yandex,2025-01-04 02:02:09,desktop
4908,4908,organic,2025-01-01 14:01:44,desktop
4909,4909,organic,2025-01-11 23:40:01,mobile
4910,4910,organic,2025-01-02 14:13:20,mobile
4911,4911,mail.ru_search,2025-01-03 10:44:40,mobile
4912,4912,mail.ru_search,2025-01-02 23:15:13,tablet
4913,4913,mail.ru_search,2025-01-03 07:34:41,mobile
4914,4914,mail.ru_search,2025-01-18 12:35:50,desktop
4915,4915,yandex,2025-01-08 18:18:56,mobile
4916,4916,mail.ru_search,2025-01-12 06:27:53,mobile
4917,4917,malinka_ads,2025-01-06 05:59:03,tablet
4918,4918,mail.ru_search,2025-01-14 15:18:58,tablet
4919,4919,yandex,2025-01-01 19:20:01,mobile
4920,4920,mail.ru_search,2025-01-05 21:40:41,tablet
4921,4921,yandex,2025-01-17 01:10:08,mobile
4922,4922,yandex,2025-01-26 19:37:48,desktop
4923,4923,vk,2025-01-10 03:01:16,mobile
4924,4924,mail.ru_search,2025-02-06 08:13:09,tablet
4925,4925,mail.ru_search,2025-01-01 05:55:19,desktop
4926,4926,mail.ru_search,2025-01-11 10:03:07,desktop
4927,4927,malinka_ads,2025-01-08 06:55:09,desktop
4928,4928,malinka_ads,2025-01-03 04:02:00,tablet
4929,4929,vk,2025-01-03 16:21:38,desktop
4930,4930,vk,2025-01-02 23:56:07,desktop
4931,4931,vk,2025-01-11 20:23:41,desktop
4932,4932,malinka_ads,2025-01-03 12:08:44,tablet
4933,4933,malinka_ads,2025-01-01 07:31:20,desktop
4934,4934,malinka_ads,2025-01-10 06:18:31,desktop
4935,4935,mail.ru_search,2025-01-21 14:41:27,desktop
4936,4936,mail.ru_search,2025-01-07 02:46:25,mobile
4937,4937,malinka_ads,2025-01-01 20:56:12,desktop
4938,4938,organic,2025-01-02 21:19:05,tablet
4939,4939,malinka_ads,2025-01-08 08:08:19,tablet
4940,4940,vk,2025-01-03 19:51:05,tablet
4941,4941,yandex,2025-01-01 23:20:44,mobile
4942,4942,yandex,2025-01-22 02:54:24,desktop
4943,4943,mail.ru_search,2025-01-02 11:23:05,tablet
4944,4944,mail.ru_search,2025-01-12 05:34:03,tablet
4945,4945,malinka_ads,2025-01-09 15:39:41,tablet
4946,4946,organic,2025-01-01 11:04:48,desktop
4947,4947,organic,2025-01-02 21:03:20,tablet
4948,4948,organic,2025-01-02 14:09:27,desktop
4949,4949,mail.ru_search,2025-01-03 05:14:49,tablet
4950,4950,yandex,2025-01-02 13:30:39,desktop
4951,4951,mail.ru_search,2025-01-01 10:14:45,tablet
4952,4952,organic,2025-01-03 16:30:45,tablet
4953,4953,vk,2025-01-01 03:59:25,mobile
4954,4954,yandex,2025-01-02 13:51:10,mobile
4955,4955,malinka_ads,2025-01-04 01:15:10,tablet
4956,4956,mail.ru_search,2025-01-02 06:07:35,mobile
4957,4957,yandex,2025-01-07 06:46:10,mobile
4958,4958,mail.ru_search,2025-01-15 09:22:27,tablet
4959,4959,malinka_ads,2025-01-01 17:10:15,desktop
4960,4960,vk,2025-01-17 22:07:23,desktop
4961,4961,mail.ru_search,2025-01-03 08:54:21,desktop
4962,4962,mail.ru_search,2025-01-02 07:31:25,tablet
4963,4963,malinka_ads,2025-01-01 02:43:51,tablet
4964,4964,vk,2025-01-04 04:05:39,mobile
4965,4965,malinka_ads,2025-01-03 11:06:48,desktop
4966,4966,vk,2025-01-07 11:06:46,tablet
4967,4967,organic,2025-01-14 05:06:51,mobile
4968,4968,mail.ru_search,2025-01-02 19:57:54,desktop
4969,4969,organic,2025-01-12 11:05:07,desktop
4970,4970,mail.ru_search,2025-01-01 21:34:17,desktop
4971,4971,organic,2025-01-07 09:00:29,mobile
4972,4972,mail.ru_search,2025-01-02 04:30:21,mobile
4973,4973,yandex,2025-01-09 20:17:28,tablet
4974,4974,malinka_ads,2025-01-08 16:35:14,mobile
4975,4975,yandex,2025-01-02 10:50:52,mobile
4976,4976,vk,2025-01-02 21:52:08,tablet
4977,4977,yandex,2025-01-02 16:45:32,mobile
4978,4978,vk,2025-01-04 08:03:59,tablet
4979,4979,vk,2025-01-03 07:58:04,tablet
4980,4980,malinka_ads,2025-01-23 02:09:14,tablet
4981,4981,mail.ru_search,2025-01-14 22:28:39,desktop
4982,4982,organic,2025-01-02 11:26:25,mobile
4983,4983,organic,2025-01-04 07:24:21,mobile
4984,4984,yandex,2025-01-01 11:59:55,desktop
4985,4985,yandex,2025-01-02 02:22:10,desktop
4986,4986,mail.ru_search,2025-01-20 11:16:14,desktop
4987,4987,organic,2025-01-06 10:29:55,tablet
4988,4988,mail.ru_search,2025-01-25 22:29:02,mobile
4989,4989,organic,2025-01-02 06:20:50,mobile
4990,4990,mail.ru_search,2025-01-04 00:39:00,tablet
4991,4991,organic,2025-01-01 02:40:40,desktop
4992,4992,mail.ru_search,2025-01-01 15:04:00,tablet
4993,4993,vk,2025-01-05 04:02:31,tablet
4994,4994,malinka_ads,2025-01-05 15:26:00,tablet
4995,4995,yandex,2025-01-04 22:35:45,mobile
4996,4996,yandex,2025-01-08 00:20:16,mobile
4997,4997,vk,2025-01-03 09:31:00,tablet
4998,4998,yandex,2025-01-27 09:18:55,mobile
4999,4999,yandex,2025-01-02 18:19:32,desktop
5000,5000,organic,2025-01-03 09:02:12,mobile
5001,5001,mail.ru_search,2025-01-08 05:24:41,desktop
5002,5002,organic,2025-01-10 07:56:17,mobile
5003,5003,vk,2025-01-03 09:12:00,tablet
5004,5004,mail.ru_search,2025-01-22 16:45:28,tablet
5005,5005,malinka_ads,2025-01-14 01:54:52,mobile
5006,5006,malinka_ads,2025-01-01 12:29:28,desktop
5007,5007,malinka_ads,2025-01-01 22:55:27,desktop
5008,5008,malinka_ads,2025-01-04 23:52:54,desktop
5009,5009,yandex,2025-01-29 20:09:33,mobile
5010,5010,vk,2025-01-17 08:24:32,desktop
5011,5011,organic,2025-01-02 00:47:05,tablet
5012,5012,malinka_ads,2025-01-01 00:58:12,desktop
5013,5013,malinka_ads,2025-01-15 23:22:55,desktop
5014,5014,yandex,2025-01-06 15:25:40,mobile
5015,5015,organic,2025-01-08 21:52:55,mobile
5016,5016,yandex,2025-01-06 08:47:03,desktop
5017,5017,mail.ru_search,2025-01-22 05:18:20,desktop
5018,5018,malinka_ads,2025-01-07 15:20:48,tablet
5019,5019,vk,2025-01-02 13:21:32,desktop
5020,5020,vk,2025-01-05 20:05:42,desktop
5021,5021,vk,2025-01-02 08:38:51,desktop
5022,5022,mail.ru_search,2025-01-16 17:25:59,tablet
5023,5023,mail.ru_search,2025-01-01 03:46:17,desktop
5024,5024,vk,2025-01-05 20:39:44,tablet
5025,5025,vk,2025-02-07 19:36:58,desktop
5026,5026,yandex,2025-01-23 09:16:49,mobile
5027,5027,yandex,2025-01-07 18:53:21,mobile
5028,5028,mail.ru_search,2025-01-09 09:50:34,mobile
5029,5029,mail.ru_search,2025-01-13 22:40:25,mobile
5030,5030,malinka_ads,2025-01-03 16:39:46,desktop
5031,5031,yandex,2025-01-13 12:32:23,desktop
5032,5032,organic,2025-01-17 17:24:16,desktop
5033,5033,yandex,2025-01-01 20:26:20,mobile
5034,5034,mail.ru_search,2025-01-06 03:00:11,desktop
5035,5035,malinka_ads,2025-01-06 18:31:00,mobile
5036,5036,vk,2025-01-04 14:15:36,desktop
5037,5037,organic,2025-01-07 06:06:47,tablet
5038,5038,yandex,2025-01-06 19:20:00,desktop
5039,5039,yandex,2025-01-04 21:47:41,tablet
5040,5040,malinka_ads,2025-01-04 21:32:11,tablet
5041,5041,yandex,2025-01-13 16:18:02,mobile
5042,5042,vk,2025-01-02 13:47:06,tablet
5043,5043,mail.ru_search,2025-01-07 12:43:53,desktop
5044,5044,yandex,2025-01-01 08:13:12,tablet
5045,5045,organic,2025-01-08 13:10:16,tablet
5046,5046,organic,2025-01-09 20:17:00,desktop
5047,5047,malinka_ads,2025-01-04 01:53:38,mobile
5048,5048,vk,2025-01-14 10:45:11,desktop
5049,5049,mail.ru_search,2025-01-07 13:20:24,mobile
5050,5050,vk,2025-01-10 20:29:23,mobile
5051,5051,mail.ru_search,2025-01-16 16:43:11,desktop
5052,5052,organic,2025-01-02 00:00:35,tablet
5053,5053,yandex,2025-01-09 00:33:03,tablet
5054,5054,vk,2025-01-14 04:00:40,mobile
5055,5055,organic,2025-01-01 01:59:23,mobile
5056,5056,yandex,2025-01-23 11:31:03,desktop
5057,5057,malinka_ads,2025-01-01 15:49:41,tablet
5058,5058,yandex,2025-01-08 16:11:30,mobile
5059,5059,vk,2025-01-02 23:31:55,tablet
5060,5060,mail.ru_search,2025-02-09 11:42:47,desktop
5061,5061,organic,2025-01-11 11:00:28,mobile
5062,5062,yandex,2025-01-09 18:49:30,tablet
5063,5063,mail.ru_search,2025-01-04 04:12:53,mobile
5064,5064,vk,2025-01-30 15:33:04,mobile
5065,5065,organic,2025-01-14 03:02:09,tablet
5066,5066,organic,2025-01-04 02:12:53,desktop
5067,5067,mail.ru_search,2025-01-06 07:48:05,tablet
5068,5068,vk,2025-01-03 22:55:41,desktop
5069,5069,malinka_ads,2025-01-02 16:13:57,mobile
5070,5070,vk,2025-01-06 08:42:43,mobile
5071,5071,yandex,2025-01-16 00:42:19,tablet
5072,5072,yandex,2025-01-05 10:39:19,desktop
5073,5073,malinka_ads,2025-01-07 04:14:55,tablet
5074,5074,yandex,2025-01-03 21:02:42,mobile
5075,5075,malinka_ads,2025-01-06 18:38:20,desktop
5076,5076,yandex,2025-01-03 20:37:19,tablet
5077,5077,malinka_ads,2025-01-31 12:11:13,mobile
5078,5078,malinka_ads,2025-01-08 17:06:40,mobile
5079,5079,organic,2025-01-04 07:55:49,desktop
5080,5080,vk,2025-01-10 15:33:32,desktop
5081,5081,vk,2025-01-08 18:21:43,desktop
5082,5082,malinka_ads,2025-01-10 07:54:29,mobile
5083,5083,malinka_ads,2025-01-04 23:17:57,mobile
5084,5084,malinka_ads,2025-01-07 18:41:36,tablet
5085,5085,mail.ru_search,2025-01-03 10:39:58,tablet
5086,5086,organic,2025-01-03 09:21:46,tablet
5087,5087,malinka_ads,2025-01-05 05:19:55,tablet
5088,5088,vk,2025-01-01 06:26:55,mobile
5089,5089,organic,2025-01-04 05:53:06,mobile
5090,5090,vk,2025-01-04 09:59:35,mobile
5091,5091,vk,2025-01-02 04:59:44,mobile
5092,5092,malinka_ads,2025-01-20 19:47:26,tablet
5093,5093,mail.ru_search,2025-01-01 12:03:19,desktop
5094,5094,mail.ru_search,2025-01-15 21:50:38,tablet
5095,5095,vk,2025-01-02 03:15:04,desktop
5096,5096,yandex,2025-01-03 21:41:26,tablet
5097,5097,malinka_ads,2025-01-01 03:39:07,desktop
5098,5098,malinka_ads,2025-01-04 14:49:03,mobile
5099,5099,yandex,2025-01-04 17:45:12,tablet
5100,5100,yandex,2025-01-20 18:29:34,mobile
5101,5101,mail.ru_search,2025-01-04 04:09:01,desktop
5102,5102,mail.ru_search,2025-01-16 15:11:38,desktop
5103,5103,yandex,2025-01-25 22:44:12,desktop
5104,5104,vk,2025-01-19 20:40:42,tablet
5105,5105,mail.ru_search,2025-01-10 01:18:44,tablet
5106,5106,vk,2025-01-02 15:41:33,tablet
5107,5107,mail.ru_search,2025-01-07 16:46:53,desktop
5108,5108,vk,2025-01-05 06:18:43,desktop
5109,5109,vk,2025-01-02 01:04:34,tablet
5110,5110,mail.ru_search,2025-01-11 04:19:42,mobile
5111,5111,yandex,2025-01-09 01:09:35,desktop
5112,5112,organic,2025-01-06 06:21:27,desktop
5113,5113,organic,2025-01-04 02:14:08,tablet
5114,5114,organic,2025-01-20 13:32:21,mobile
5115,5115,organic,2025-01-04 18:59:12,mobile
5116,5116,yandex,2025-01-07 19:47:53,mobile
5117,5117,organic,2025-01-01 22:24:15,mobile
5118,5118,yandex,2025-01-04 12:41:27,desktop
5119,5119,malinka_ads,2025-01-04 15:35:56,desktop
5120,5120,mail.ru_search,2025-01-02 08:23:19,tablet
5121,5121,mail.ru_search,2025-01-02 05:27:37,desktop
5122,5122,malinka_ads,2025-01-02 04:36:36,tablet
5123,5123,yandex,2025-01-02 13:20:37,mobile
5124,5124,organic,2025-01-03 19:19:40,mobile
5125,5125,yandex,2025-01-05 18:02:16,tablet
5126,5126,vk,2025-01-01 00:28:38,desktop
5127,5127,mail.ru_search,2025-01-05 04:48:33,mobile
5128,5128,organic,2025-01-04 20:20:22,mobile
5129,5129,vk,2025-01-05 17:28:43,desktop
5130,5130,organic,2025-01-25 05:06:56,tablet
5131,5131,organic,2025-01-07 15:15:20,tablet
5132,5132,malinka_ads,2025-01-01 06:22:25,desktop
5133,5133,mail.ru_search,2025-01-04 10:54:50,desktop
5134,5134,organic,2025-01-22 00:44:16,desktop
5135,5135,organic,2025-01-05 01:31:28,tablet
5136,5136,malinka_ads,2025-02-08 22:12:04,mobile
5137,5137,mail.ru_search,2025-01-10 16:57:42,tablet
5138,5138,malinka_ads,2025-01-01 02:01:54,desktop
5139,5139,vk,2025-01-08 01:02:20,desktop
5140,5140,organic,2025-01-04 15:21:54,tablet
5141,5141,malinka_ads,2025-01-05 15:40:40,tablet
5142,5142,mail.ru_search,2025-01-01 19:10:01,desktop
5143,5143,yandex,2025-02-01 23:33:56,desktop
5144,5144,yandex,2025-01-24 17:26:23,desktop
5145,5145,yandex,2025-01-03 09:03:13,mobile
5146,5146,malinka_ads,2025-01-02 17:41:39,mobile
5147,5147,vk,2025-01-03 23:12:27,tablet
5148,5148,mail.ru_search,2025-01-03 00:16:47,mobile
5149,5149,organic,2025-01-03 12:37:09,mobile
5150,5150,yandex,2025-01-04 07:44:37,mobile
5151,5151,vk,2025-01-01 04:44:48,tablet
5152,5152,malinka_ads,2025-01-07 15:09:29,mobile
5153,5153,vk,2025-02-01 00:07:16,mobile
5154,5154,yandex,2025-01-02 12:25:41,mobile
5155,5155,yandex,2025-01-01 03:32:31,mobile
5156,5156,organic,2025-01-04 23:06:19,tablet
5157,5157,yandex,2025-01-08 04:35:28,mobile
5158,5158,vk,2025-01-01 14:40:30,desktop
5159,5159,vk,2025-01-13 05:29:18,desktop
5160,5160,yandex,2025-01-03 13:55:16,tablet
5161,5161,mail.ru_search,2025-01-01 10:54:20,desktop
5162,5162,yandex,2025-01-05 07:28:04,mobile
5163,5163,organic,2025-01-11 00:45:12,desktop
5164,5164,yandex,2025-01-01 09:44:33,desktop
5165,5165,vk,2025-01-05 01:46:37,mobile
5166,5166,vk,2025-01-04 13:00:29,mobile
5167,5167,vk,2025-02-13 11:19:36,mobile
5168,5168,yandex,2025-01-12 16:14:08,tablet
5169,5169,mail.ru_search,2025-01-01 06:15:19,tablet
5170,5170,mail.ru_search,2025-01-13 01:25:55,mobile
5171,5171,yandex,2025-01-15 17:24:19,mobile
5172,5172,mail.ru_search,2025-01-26 21:50:46,desktop
5173,5173,malinka_ads,2025-01-03 11:02:08,tablet
5174,5174,yandex,2025-01-04 17:45:06,tablet
5175,5175,mail.ru_search,2025-01-02 00:16:42,desktop
5176,5176,vk,2025-01-02 15:42:25,mobile
5177,5177,malinka_ads,2025-01-12 17:43:14,mobile
5178,5178,mail.ru_search,2025-01-04 03:58:06,desktop
5179,5179,vk,2025-01-03 01:37:57,tablet
5180,5180,yandex,2025-01-09 12:18:13,tablet
5181,5181,malinka_ads,2025-01-06 05:26:54,mobile
5182,5182,malinka_ads,2025-01-10 08:43:36,desktop
5183,5183,vk,2025-01-12 23:57:36,mobile
5184,5184,vk,2025-01-09 06:50:10,mobile
5185,5185,vk,2025-01-02 13:21:30,desktop
5186,5186,vk,2025-01-03 15:44:42,tablet
5187,5187,vk,2025-01-01 06:12:13,mobile
5188,5188,organic,2025-01-02 07:31:58,desktop
5189,5189,mail.ru_search,2025-01-01 14:02:40,mobile
5190,5190,mail.ru_search,2025-01-02 18:07:47,desktop
5191,5191,organic,2025-01-02 14:04:42,desktop
5192,5192,yandex,2025-01-06 21:05:44,mobile
5193,5193,vk,2025-01-04 12:47:52,mobile
5194,5194,yandex,2025-01-01 10:18:35,mobile
5195,5195,malinka_ads,2025-01-02 11:56:33,desktop
5196,5196,malinka_ads,2025-01-10 23:24:01,tablet
5197,5197,yandex,2025-01-06 11:16:17,tablet
5198,5198,malinka_ads,2025-01-06 06:45:38,tablet
5199,5199,mail.ru_search,2025-01-17 08:02:09,mobile
5200,5200,organic,2025-01-01 06:27:02,tablet
5201,5201,malinka_ads,2025-01-02 21:36:23,desktop
5202,5202,mail.ru_search,2025-01-12 08:29:12,desktop
5203,5203,vk,2025-01-06 05:04:33,desktop
5204,5204,vk,2025-01-11 07:40:16,mobile
5205,5205,vk,2025-01-02 09:37:41,mobile
5206,5206,organic,2025-01-01 02:20:19,mobile
5207,5207,organic,2025-01-25 10:14:46,tablet
5208,5208,yandex,2025-01-05 16:11:27,desktop
5209,5209,vk,2025-01-21 07:21:51,desktop
5210,5210,mail.ru_search,2025-01-12 09:27:06,mobile
5211,5211,malinka_ads,2025-01-09 09:29:52,desktop
5212,5212,organic,2025-01-21 01:57:44,desktop
5213,5213,vk,2025-01-07 04:44:21,desktop
5214,5214,mail.ru_search,2025-01-12 12:40:34,desktop
5215,5215,vk,2025-01-03 17:51:18,tablet
5216,5216,organic,2025-01-11 06:00:24,tablet
5217,5217,organic,2025-01-10 20:15:21,tablet
5218,5218,mail.ru_search,2025-01-02 10:15:13,tablet
5219,5219,mail.ru_search,2025-01-02 21:43:33,desktop
5220,5220,mail.ru_search,2025-01-01 14:53:28,desktop
5221,5221,vk,2025-01-02 23:56:48,desktop
5222,5222,malinka_ads,2025-01-09 13:51:20,tablet
5223,5223,mail.ru_search,2025-01-06 06:26:10,mobile
5224,5224,mail.ru_search,2025-01-02 11:59:02,desktop
5225,5225,vk,2025-01-20 09:20:43,tablet
5226,5226,malinka_ads,2025-01-07 21:37:07,mobile
5227,5227,vk,2025-01-08 04:07:41,tablet
5228,5228,malinka_ads,2025-01-01 02:34:31,desktop
5229,5229,vk,2025-01-03 03:21:14,mobile
5230,5230,malinka_ads,2025-01-01 22:23:19,tablet
5231,5231,yandex,2025-01-01 07:35:05,mobile
5232,5232,vk,2025-01-04 17:38:47,mobile
5233,5233,yandex,2025-01-08 02:15:14,desktop
5234,5234,organic,2025-01-05 07:44:00,tablet
5235,5235,organic,2025-01-02 11:27:49,mobile
5236,5236,malinka_ads,2025-01-05 04:40:15,mobile
5237,5237,organic,2025-01-04 23:23:29,mobile
5238,5238,malinka_ads,2025-01-10 21:30:24,tablet
5239,5239,yandex,2025-01-05 22:04:25,mobile
5240,5240,mail.ru_search,2025-01-13 08:46:09,desktop
5241,5241,yandex,2025-01-05 05:33:39,mobile
5242,5242,organic,2025-01-19 05:14:49,mobile
5243,5243,vk,2025-01-03 09:52:50,desktop
5244,5244,organic,2025-01-01 23:14:50,mobile
5245,5245,yandex,2025-01-02 06:32:12,tablet
5246,5246,vk,2025-01-09 18:37:30,desktop
5247,5247,organic,2025-02-07 15:27:32,desktop
5248,5248,vk,2025-01-01 01:38:45,desktop
5249,5249,mail.ru_search,2025-01-05 06:54:01,tablet
5250,5250,vk,2025-01-17 22:44:13,tablet
5251,5251,malinka_ads,2025-01-11 02:31:24,desktop
5252,5252,organic,2025-01-01 20:43:47,tablet
5253,5253,yandex,2025-01-03 16:14:10,tablet
5254,5254,mail.ru_search,2025-01-03 04:02:46,mobile
5255,5255,malinka_ads,2025-01-06 17:21:10,mobile
5256,5256,organic,2025-02-12 12:58:10,desktop
5257,5257,yandex,2025-01-05 13:49:35,tablet
5258,5258,yandex,2025-01-13 09:56:32,desktop
5259,5259,yandex,2025-01-05 07:02:14,mobile
5260,5260,organic,2025-01-05 01:51:13,tablet
5261,5261,yandex,2025-01-05 06:46:30,tablet
5262,5262,vk,2025-01-01 23:53:37,desktop
5263,5263,vk,2025-01-01 19:13:18,desktop
5264,5264,malinka_ads,2025-01-08 08:51:56,mobile
5265,5265,mail.ru_search,2025-01-08 07:23:00,mobile
5266,5266,malinka_ads,2025-01-04 17:00:38,mobile
5267,5267,yandex,2025-01-23 14:41:14,desktop
5268,5268,organic,2025-01-02 13:09:34,mobile
