customer_id,segment,region,registration_date
8834,new,Ekaterinburg,2021-09-25
8835,churn_risk,Moscow,2023-05-09
8836,discount_hunter,Moscow,2022-09-16
8837,returning,Ekaterinburg,2023-12-09
8838,returning,Ekaterinburg,2020-07-19
8839,churn_risk,Kazan,2023-02-17
8840,churn_risk,Moscow,2023-05-19
8841,high_spender,Kazan,2022-01-31
8842,high_spender,Kazan,2021-02-19
8843,churn_risk,Moscow,2024-08-10
8844,new,Moscow,2023-04-06
8845,high_spender,Kazan,2021-04-27
8846,discount_hunter,Ekaterinburg,2020-10-24
8847,new,Moscow,2023-06-26
8848,new,Moscow,2020-09-29
8849,high_spender,SPB,2021-06-18
8850,high_spender,Ekaterinburg,2023-01-18
8851,high_spender,Ekaterinburg,2022-03-26
8852,churn_risk,SPB,2024-12-27
8853,new,Moscow,2023-04-01
8854,discount_hunter,Moscow,2022-05-07
8855,new,SPB,2024-05-30
8856,loyal,SPB,2021-02-17
8857,high_spender,SPB,2020-04-10
8858,returning,Kazan,2021-03-03
8859,high_spender,SPB,2022-09-22
8860,loyal,Kazan,2023-02-04
8861,loyal,Moscow,2021-05-02
8862,new,Moscow,2022-09-25
8863,returning,Kazan,2023-07-22
8864,loyal,Kazan,2022-05-20
8865,loyal,Kazan,2024-09-03
8866,churn_risk,SPB,2020-07-28
8867,high_spender,Moscow,2023-07-29
8868,new,Ekaterinburg,2020-09-14
8869,high_spender,Moscow,2020-03-17
8870,high_spender,Moscow,2022-09-19
8871,high_spender,Kazan,2020-06-01
8872,high_spender,Kazan,2022-11-11
8873,returning,Moscow,2022-01-23
8874,returning,Ekaterinburg,2024-09-19
8875,returning,Ekaterinburg,2020-08-25
8876,loyal,Moscow,2022-05-08
8877,churn_risk,Moscow,2020-05-16
8878,discount_hunter,Moscow,2022-09-11
8879,returning,Ekaterinburg,2021-02-19
8880,high_spender,Kazan,2022-06-17
8881,high_spender,Moscow,2023-10-04
8882,discount_hunter,Moscow,2023-02-11
8883,high_spender,Kazan,2024-06-24
8884,discount_hunter,Ekaterinburg,2023-04-16
8885,returning,Ekaterinburg,2022-09-29
8886,loyal,Moscow,2022-05-04
8887,churn_risk,SPB,2020-04-15
8888,high_spender,Ekaterinburg,2021-02-23
8889,churn_risk,Ekaterinburg,2020-08-17
8890,loyal,Moscow,2023-01-03
8891,discount_hunter,SPB,2022-12-07
8892,loyal,Ekaterinburg,2024-05-31
8893,loyal,Ekaterinburg,2021-04-01
8894,loyal,SPB,2022-09-26
8895,new,Ekaterinburg,2020-06-17
8896,loyal,Kazan,2020-01-06
8897,loyal,SPB,2020-10-26
8898,discount_hunter,Ekaterinburg,2021-12-11
8899,returning,Kazan,2021-08-24
8900,churn_risk,Moscow,2023-02-21
8901,high_spender,SPB,2022-05-21
8902,returning,Kazan,2022-05-24
8903,churn_risk,Kazan,2020-11-18
8904,loyal,Ekaterinburg,2022-12-26
8905,loyal,Ekaterinburg,2024-09-13
8906,loyal,Kazan,2024-01-05
8907,discount_hunter,Kazan,2023-08-20
8908,discount_hunter,Kazan,2020-12-16
8909,new,SPB,2020-05-25
8910,returning,Kazan,2020-06-28
8911,discount_hunter,SPB,2024-05-29
8912,new,Kazan,2020-02-24
8913,loyal,Kazan,2023-04-02
8914,new,Ekaterinburg,2020-04-25
8915,new,SPB,2023-07-25
8916,churn_risk,SPB,2023-04-12
8917,returning,Kazan,2024-10-05
8918,loyal,Moscow,2023-07-11
8919,churn_risk,Ekaterinburg,2021-10-06
8920,new,Kazan,2022-08-24
8921,new,SPB,2021-07-29
8922,new,Ekaterinburg,2023-01-05
8923,new,Kazan,2023-08-21
8924,churn_risk,Moscow,2021-09-10
8925,loyal,Moscow,2020-01-15
8926,churn_risk,Ekaterinburg,2022-03-22
8927,loyal,SPB,2022-12-06
8928,churn_risk,SPB,2022-03-23
8929,new,Ekaterinburg,2024-03-10
8930,returning,SPB,2024-12-05
8931,high_spender,SPB,2023-06-03
8932,discount_hunter,Kazan,2022-07-10
8933,churn_risk,SPB,2021-11-04
8934,new,Kazan,2024-12-24
8935,discount_hunter,Moscow,2023-01-17
8936,new,SPB,2024-07-16
8937,high_spender,Moscow,2021-01-23
8938,new,SPB,2020-06-20
8939,high_spender,Ekaterinburg,2021-10-24
8940,loyal,Moscow,2021-03-13
8941,new,Ekaterinburg,2023-04-24
8942,high_spender,SPB,2022-02-11
8943,churn_risk,Ekaterinburg,2024-12-25
8944,returning,Ekaterinburg,2024-05-01
8945,new,Kazan,2021-04-16
8946,high_spender,Moscow,2023-01-18
8947,new,Ekaterinburg,2022-07-31
8948,high_spender,Ekaterinburg,2022-07-05
8949,churn_risk,SPB,2020-08-07
8950,new,SPB,2021-01-01
8951,high_spender,Moscow,2022-01-01
8952,new,SPB,2021-01-20
8953,churn_risk,SPB,2023-05-13
8954,new,SPB,2021-01-23
8955,discount_hunter,Moscow,2021-11-08
8956,new,Moscow,2022-07-12
8957,new,Kazan,2022-09-19
8958,churn_risk,Kazan,2024-02-17
8959,high_spender,Moscow,2024-11-02
8960,new,Moscow,2021-09-03
8961,high_spender,Ekaterinburg,2023-05-30
8962,returning,Kazan,2021-12-24
8963,new,SPB,2024-02-23
8964,churn_risk,SPB,2020-05-29
8965,high_spender,SPB,2022-05-29
8966,returning,SPB,2020-10-01
8967,new,Moscow,2021-11-08
8968,new,Ekaterinburg,2024-10-07
8969,churn_risk,Kazan,2023-12-30
8970,loyal,Ekaterinburg,2022-04-25
8971,churn_risk,SPB,2020-02-27
8972,new,Moscow,2024-12-16
8973,high_spender,Ekaterinburg,2024-09-11
8974,high_spender,SPB,2022-01-01
8975,high_spender,SPB,2022-05-30
8976,new,Moscow,2022-06-17
8977,new,Moscow,2023-08-02
8978,high_spender,Moscow,2023-12-11
8979,high_spender,Kazan,2023-12-09
8980,loyal,Kazan,2023-01-21
8981,loyal,SPB,2022-03-11
8982,new,SPB,2024-03-26
8983,new,Ekaterinburg,2021-07-17
8984,discount_hunter,Moscow,2021-12-29
8985,churn_risk,Ekaterinburg,2024-01-25
8986,loyal,Moscow,2024-03-26
8987,new,Moscow,2020-05-07
8988,loyal,Ekaterinburg,2022-10-17
8989,discount_hunter,SPB,2023-03-31
8990,churn_risk,Moscow,2021-10-23
8991,high_spender,Ekaterinburg,2021-12-13
8992,loyal,Ekaterinburg,2020-08-17
8993,discount_hunter,Moscow,2024-02-11
8994,discount_hunter,Kazan,2021-07-11
8995,churn_risk,SPB,2024-02-17
8996,churn_risk,Ekaterinburg,2022-02-03
8997,discount_hunter,SPB,2023-09-12
8998,churn_risk,Kazan,2020-11-13
8999,loyal,Moscow,2021-11-27
9000,new,Ekaterinburg,2022-01-29
9001,churn_risk,SPB,2023-04-17
9002,high_spender,Ekaterinburg,2021-12-22
9003,churn_risk,Kazan,2024-06-01
9004,returning,Kazan,2022-03-14
9005,loyal,SPB,2021-01-08
9006,returning,Moscow,2023-12-19
9007,loyal,Moscow,2022-11-03
9008,new,Ekaterinburg,2020-04-16
9009,loyal,Moscow,2020-06-11
9010,returning,Moscow,2020-12-30
9011,returning,SPB,2022-02-26
9012,churn_risk,Moscow,2020-01-22
9013,discount_hunter,SPB,2020-01-21
9014,returning,Moscow,2020-09-18
9015,loyal,Moscow,2022-02-19
9016,returning,Ekaterinburg,2023-04-22
9017,high_spender,Ekaterinburg,2020-09-23
9018,churn_risk,Ekaterinburg,2022-10-24
9019,discount_hunter,Kazan,2021-08-12
9020,loyal,Kazan,2020-03-20
9021,loyal,Moscow,2023-08-01
9022,returning,Kazan,2023-11-08
9023,returning,Ekaterinburg,2020-06-13
9024,high_spender,Ekaterinburg,2021-03-13
9025,new,Kazan,2020-06-08
9026,churn_risk,SPB,2023-12-26
9027,returning,Ekaterinburg,2020-05-28
9028,new,Kazan,2022-02-05
9029,churn_risk,Ekaterinburg,2020-10-15
9030,new,Kazan,2024-09-01
9031,discount_hunter,Moscow,2024-01-08
9032,returning,SPB,2021-04-08
9033,loyal,Moscow,2020-04-19
9034,loyal,Moscow,2021-04-03
9035,loyal,Ekaterinburg,2022-10-14
9036,high_spender,Moscow,2020-11-20
9037,discount_hunter,Ekaterinburg,2021-03-28
9038,returning,SPB,2022-01-20
9039,high_spender,Ekaterinburg,2021-07-02
9040,loyal,Moscow,2020-05-03
9041,high_spender,SPB,2020-10-14
9042,new,SPB,2024-12-12
9043,returning,SPB,2023-01-25
9044,returning,Ekaterinburg,2022-07-11
9045,discount_hunter,SPB,2021-03-30
9046,discount_hunter,Moscow,2021-11-28
9047,loyal,Moscow,2022-10-31
9048,loyal,Kazan,2023-02-28
9049,high_spender,SPB,2024-02-17
9050,high_spender,Moscow,2024-05-02
9051,discount_hunter,Moscow,2023-03-08
9052,returning,Ekaterinburg,2023-09-26
9053,churn_risk,SPB,2023-08-16
9054,discount_hunter,Moscow,2020-01-09
9055,new,Kazan,2021-04-08
9056,churn_risk,SPB,2023-08-17
9057,loyal,Ekaterinburg,2023-01-01
9058,churn_risk,SPB,2020-11-08
9059,loyal,Ekaterinburg,2020-02-28
9060,loyal,SPB,2022-10-01
9061,loyal,Ekaterinburg,2021-02-14
9062,churn_risk,Kazan,2024-04-06
9063,high_spender,Kazan,2024-02-29
9064,returning,SPB,2024-03-30
9065,churn_risk,Kazan,2021-03-07
9066,churn_risk,Ekaterinburg,2022-02-23
9067,new,SPB,2023-08-07
9068,returning,Ekaterinburg,2021-12-15
9069,high_spender,SPB,2021-01-11
9070,returning,Kazan,2024-10-04
9071,high_spender,SPB,2023-10-03
9072,churn_risk,Kazan,2023-04-29
9073,loyal,Ekaterinburg,2021-03-11
9074,high_spender,Kazan,2020-04-02
9075,returning,SPB,2022-04-22
9076,churn_risk,Moscow,2021-06-20
9077,churn_risk,Moscow,2022-10-24
9078,discount_hunter,Ekaterinburg,2022-09-10
9079,new,Moscow,2021-09-12
9080,churn_risk,SPB,2024-08-11
9081,new,Ekaterinburg,2024-12-19
9082,high_spender,Moscow,2021-05-07
9083,high_spender,Moscow,2020-10-31
9084,churn_risk,Ekaterinburg,2023-03-18
9085,churn_risk,Moscow,2021-11-28
9086,new,Ekaterinburg,2023-04-01
9087,churn_risk,SPB,2020-07-20
9088,churn_risk,Ekaterinburg,2023-03-30
9089,high_spender,SPB,2020-11-12
9090,churn_risk,Ekaterinburg,2021-09-18
9091,high_spender,Kazan,2020-06-05
9092,returning,Moscow,2020-02-15
9093,churn_risk,Kazan,2021-12-07
9094,returning,Ekaterinburg,2024-07-31
9095,returning,Kazan,2020-12-18
9096,new,SPB,2020-11-25
9097,returning,Moscow,2020-10-19
9098,loyal,Moscow,2022-01-22
9099,high_spender,Kazan,2021-03-31
9100,returning,SPB,2022-03-04
9101,loyal,Kazan,2020-01-01
9102,high_spender,Ekaterinburg,2021-11-07
9103,loyal,Kazan,2024-11-24
9104,discount_hunter,SPB,2022-04-05
9105,returning,Kazan,2024-05-21
9106,churn_risk,Kazan,2020-10-12
9107,churn_risk,Moscow,2021-10-09
9108,returning,Kazan,2022-03-25
9109,new,SPB,2023-03-11
9110,loyal,Moscow,2021-04-12
9111,new,Ekaterinburg,2022-06-22
9112,returning,Moscow,2020-11-24
9113,loyal,Ekaterinburg,2021-05-29
9114,returning,SPB,2021-06-22
9115,discount_hunter,Kazan,2024-09-25
9116,returning,Ekaterinburg,2023-06-09
9117,returning,Moscow,2021-04-06
9118,loyal,Ekaterinburg,2020-03-06
9119,loyal,Kazan,2023-10-02
9120,loyal,SPB,2022-04-27
9121,new,Kazan,2024-10-21
9122,churn_risk,Moscow,2022-01-08
9123,new,SPB,2022-03-23
9124,discount_hunter,SPB,2021-03-18
9125,churn_risk,Moscow,2020-06-29
9126,churn_risk,SPB,2024-11-16
9127,high_spender,SPB,2021-06-03
9128,discount_hunter,Moscow,2024-07-23
9129,returning,Moscow,2020-10-01
9130,loyal,Ekaterinburg,2022-01-15
9131,high_spender,Moscow,2024-08-31
9132,returning,SPB,2024-12-15
9133,returning,Moscow,2020-07-12
9134,churn_risk,Ekaterinburg,2022-11-30
9135,loyal,Moscow,2023-03-02
9136,loyal,SPB,2021-12-21
9137,returning,Moscow,2022-11-21
9138,discount_hunter,Kazan,2021-05-03
9139,churn_risk,SPB,2024-06-25
9140,loyal,SPB,2024-02-29
9141,churn_risk,SPB,2024-09-15
9142,loyal,Kazan,2024-01-22
9143,discount_hunter,SPB,2021-12-12
9144,loyal,Kazan,2021-02-17
9145,discount_hunter,Moscow,2024-02-05
9146,discount_hunter,Moscow,2023-05-03
9147,returning,Ekaterinburg,2023-04-15
9148,churn_risk,SPB,2022-03-27
9149,loyal,Moscow,2020-11-12
9150,new,SPB,2021-09-01
9151,loyal,Ekaterinburg,2020-03-27
9152,churn_risk,SPB,2022-08-27
9153,churn_risk,SPB,2024-06-04
9154,loyal,Moscow,2020-07-10
9155,new,Kazan,2024-05-12
9156,loyal,Ekaterinburg,2020-02-20
9157,loyal,Kazan,2020-05-11
9158,new,Kazan,2024-11-29
9159,new,Moscow,2022-08-02
9160,churn_risk,Moscow,2021-06-10
9161,discount_hunter,Kazan,2020-08-30
9162,discount_hunter,SPB,2021-07-27
9163,returning,Moscow,2021-07-24
9164,churn_risk,Ekaterinburg,2024-04-27
9165,new,Moscow,2022-04-12
9166,churn_risk,Kazan,2021-08-19
9167,new,Moscow,2023-11-13
9168,churn_risk,Kazan,2022-02-11
9169,high_spender,Moscow,2024-09-20
9170,new,Moscow,2021-05-26
9171,returning,Moscow,2023-08-12
9172,high_spender,Moscow,2024-05-09
9173,returning,Kazan,2021-09-28
9174,new,Kazan,2020-04-14
9175,high_spender,Ekaterinburg,2021-04-29
9176,high_spender,Moscow,2024-05-27
9177,returning,Moscow,2020-06-15
9178,returning,Moscow,2021-09-11
9179,new,SPB,2023-04-19
9180,discount_hunter,Moscow,2024-03-14
9181,discount_hunter,SPB,2022-05-31
9182,churn_risk,Ekaterinburg,2024-11-23
9183,returning,Ekaterinburg,2024-01-31
9184,high_spender,Kazan,2024-01-02
9185,high_spender,Ekaterinburg,2024-09-27
9186,discount_hunter,SPB,2021-09-05
9187,high_spender,Ekaterinburg,2021-01-29
9188,high_spender,Moscow,2022-11-12
9189,returning,SPB,2024-07-14
9190,returning,Moscow,2020-11-22
9191,churn_risk,Kazan,2022-07-15
9192,discount_hunter,Kazan,2024-11-12
9193,new,Moscow,2023-09-26
9194,new,SPB,2024-08-30
9195,high_spender,SPB,2023-04-08
9196,high_spender,Kazan,2021-05-15
9197,new,Ekaterinburg,2023-01-19
9198,returning,Ekaterinburg,2021-01-01
9199,churn_risk,Kazan,2021-02-04
9200,discount_hunter,SPB,2023-03-03
9201,new,Kazan,2024-05-01
9202,high_spender,Ekaterinburg,2024-12-05
9203,churn_risk,Moscow,2023-01-12
9204,high_spender,Ekaterinburg,2023-04-09
9205,new,Ekaterinburg,2023-11-02
9206,high_spender,Kazan,2021-10-05
9207,churn_risk,Kazan,2024-11-19
9208,high_spender,Kazan,2024-10-27
9209,new,Moscow,2022-07-29
9210,loyal,Ekaterinburg,2020-07-02
9211,churn_risk,Kazan,2020-08-11
9212,new,SPB,2020-04-07
9213,returning,Kazan,2020-03-13
9214,returning,Ekaterinburg,2024-11-26
9215,churn_risk,Ekaterinburg,2022-11-15
9216,new,Ekaterinburg,2022-09-07
9217,discount_hunter,Kazan,2022-09-23
9218,discount_hunter,Kazan,2024-11-16
9219,discount_hunter,SPB,2021-02-26
9220,returning,SPB,2023-11-10
9221,new,Kazan,2023-07-16
9222,discount_hunter,Moscow,2024-04-10
9223,new,Moscow,2024-04-28
9224,new,Moscow,2021-04-19
9225,loyal,Moscow,2022-02-05
9226,discount_hunter,Ekaterinburg,2020-03-10
9227,returning,Moscow,2021-01-20
9228,returning,Moscow,2023-10-24
9229,churn_risk,Kazan,2022-01-23
9230,loyal,SPB,2023-11-16
9231,churn_risk,Moscow,2024-01-21
9232,returning,Moscow,2022-10-16
9233,discount_hunter,Moscow,2024-04-06
9234,loyal,Moscow,2024-07-22
9235,churn_risk,Moscow,2023-11-06
9236,new,Kazan,2022-04-19
9237,discount_hunter,Ekaterinburg,2023-03-15
9238,new,SPB,2021-10-18
9239,churn_risk,Kazan,2023-04-28
9240,high_spender,Kazan,2021-12-13
9241,high_spender,Kazan,2024-10-28
9242,discount_hunter,Ekaterinburg,2024-10-13
9243,new,Moscow,2021-07-13
9244,loyal,SPB,2023-07-20
9245,high_spender,Ekaterinburg,2021-07-21
9246,returning,SPB,2021-08-15
9247,discount_hunter,SPB,2023-09-06
9248,new,SPB,2021-08-04
9249,loyal,Moscow,2022-11-04
9250,returning,Ekaterinburg,2023-04-18
9251,churn_risk,Ekaterinburg,2023-04-13
9252,loyal,Kazan,2022-03-25
9253,returning,Moscow,2021-10-09
9254,high_spender,Ekaterinburg,2020-04-19
9255,new,Moscow,2022-03-24
9256,discount_hunter,SPB,2024-02-04
9257,churn_risk,Kazan,2021-12-24
9258,churn_risk,SPB,2023-06-10
9259,discount_hunter,Ekaterinburg,2023-05-23
9260,new,SPB,2020-11-21
9261,churn_risk,Ekaterinburg,2024-09-01
9262,high_spender,Moscow,2024-01-25
9263,loyal,Ekaterinburg,2021-06-10
9264,returning,SPB,2022-01-06
9265,returning,Kazan,2023-03-01
9266,churn_risk,Kazan,2023-12-03
9267,new,Moscow,2022-11-19
9268,churn_risk,Kazan,2022-03-30
9269,new,Moscow,2022-05-25
9270,discount_hunter,Kazan,2024-11-07
9271,new,Ekaterinburg,2020-06-01
9272,returning,Moscow,2022-11-10
9273,returning,Moscow,2023-08-23
9274,discount_hunter,SPB,2020-05-05
9275,loyal,Ekaterinburg,2020-09-03
9276,new,Ekaterinburg,2024-07-31
9277,loyal,Ekaterinburg,2022-08-06
9278,new,SPB,2022-03-28
9279,churn_risk,Ekaterinburg,2021-08-07
9280,returning,SPB,2022-09-07
9281,returning,Moscow,2024-07-21
9282,returning,Moscow,2024-02-05
9283,loyal,Kazan,2021-09-18
9284,discount_hunter,SPB,2024-10-19
9285,high_spender,Ekaterinburg,2023-09-22
9286,high_spender,Ekaterinburg,2021-08-16
9287,new,Ekaterinburg,2021-09-07
9288,high_spender,Moscow,2022-02-21
9289,new,Kazan,2020-12-18
9290,new,SPB,2020-03-09
9291,churn_risk,Ekaterinburg,2023-09-22
9292,discount_hunter,Moscow,2023-02-26
9293,churn_risk,Ekaterinburg,2021-11-12
9294,high_spender,Kazan,2024-11-09
9295,high_spender,Ekaterinburg,2020-06-01
9296,returning,SPB,2024-05-08
9297,high_spender,SPB,2023-08-31
9298,discount_hunter,Ekaterinburg,2022-05-05
9299,churn_risk,Ekaterinburg,2020-06-13
9300,churn_risk,Kazan,2024-11-27
9301,high_spender,Moscow,2022-07-27
9302,high_spender,Ekaterinburg,2020-04-27
9303,churn_risk,SPB,2021-02-17
9304,returning,Moscow,2021-03-02
9305,discount_hunter,Ekaterinburg,2024-11-19
9306,churn_risk,SPB,2020-04-17
9307,returning,SPB,2020-09-27
9308,loyal,Kazan,2024-11-22
9309,churn_risk,SPB,2021-06-24
9310,high_spender,SPB,2024-03-11
9311,loyal,Kazan,2024-12-06
9312,loyal,Kazan,2024-03-06
9313,discount_hunter,Ekaterinburg,2024-09-13
9314,returning,SPB,2024-03-16
9315,discount_hunter,Ekaterinburg,2023-07-19
9316,discount_hunter,Moscow,2024-07-05
9317,new,SPB,2022-10-14
9318,new,Moscow,2021-06-12
9319,high_spender,SPB,2021-05-17
9320,new,Moscow,2021-09-17
9321,discount_hunter,Ekaterinburg,2024-02-21
9322,loyal,Kazan,2022-06-25
9323,churn_risk,Kazan,2020-10-13
9324,churn_risk,Ekaterinburg,2021-04-27
9325,churn_risk,SPB,2024-08-10
9326,new,SPB,2022-12-29
9327,churn_risk,Moscow,2022-10-10
9328,churn_risk,Moscow,2021-12-07
9329,discount_hunter,Ekaterinburg,2023-08-03
9330,new,Kazan,2020-07-14
9331,discount_hunter,Moscow,2020-06-06
9332,churn_risk,Moscow,2023-04-22
9333,new,Ekaterinburg,2023-07-30
9334,loyal,Moscow,2023-03-14
9335,churn_risk,Kazan,2020-06-23
9336,returning,Ekaterinburg,2021-08-09
9337,loyal,Ekaterinburg,2024-07-02
9338,returning,SPB,2024-06-27
9339,loyal,Kazan,2023-11-29
9340,discount_hunter,SPB,2022-08-30
9341,new,SPB,2020-10-02
9342,new,Moscow,2024-03-14
9343,high_spender,Moscow,2021-05-26
9344,new,Ekaterinburg,2023-07-15
9345,churn_risk,Moscow,2022-08-23
9346,churn_risk,Ekaterinburg,2020-05-11
9347,returning,Kazan,2022-06-12
9348,new,Kazan,2022-01-02
9349,discount_hunter,Ekaterinburg,2022-03-28
9350,returning,SPB,2022-09-27
9351,loyal,Moscow,2021-02-24
9352,discount_hunter,Kazan,2023-12-20
9353,returning,SPB,2022-02-02
9354,churn_risk,Moscow,2023-05-28
9355,loyal,Kazan,2024-03-29
9356,new,SPB,2024-11-06
9357,new,Moscow,2022-11-30
9358,discount_hunter,Moscow,2020-07-11
9359,new,SPB,2024-02-04
9360,churn_risk,Moscow,2023-07-01
9361,high_spender,Ekaterinburg,2024-09-29
9362,high_spender,Kazan,2024-05-24
9363,new,Ekaterinburg,2020-09-24
9364,high_spender,SPB,2022-09-07
9365,new,Moscow,2021-02-13
9366,high_spender,Ekaterinburg,2023-09-15
9367,new,Moscow,2022-09-11
9368,new,Kazan,2020-07-19
9369,churn_risk,Ekaterinburg,2021-11-02
9370,churn_risk,Ekaterinburg,2021-12-05
9371,high_spender,Kazan,2020-04-21
9372,loyal,SPB,2021-09-27
9373,loyal,Moscow,2021-12-30
9374,loyal,Ekaterinburg,2022-07-31
9375,new,Moscow,2023-09-17
9376,new,Moscow,2020-10-02
9377,loyal,Ekaterinburg,2022-09-27
9378,new,SPB,2020-04-09
9379,high_spender,SPB,2020-10-25
9380,discount_hunter,SPB,2022-10-18
9381,new,Ekaterinburg,2021-07-19
9382,new,Ekaterinburg,2023-03-27
9383,discount_hunter,Kazan,2024-07-26
9384,discount_hunter,Ekaterinburg,2022-05-03
9385,new,Ekaterinburg,2020-12-29
9386,churn_risk,SPB,2020-02-07
9387,loyal,Ekaterinburg,2020-10-13
9388,new,Moscow,2023-05-16
9389,new,Kazan,2024-03-20
9390,loyal,Moscow,2024-04-07
9391,discount_hunter,Moscow,2024-11-25
9392,returning,SPB,2023-10-02
9393,returning,Moscow,2020-01-16
9394,discount_hunter,Kazan,2024-08-24
9395,returning,Kazan,2024-08-16
9396,new,Ekaterinburg,2023-12-01
9397,new,Moscow,2022-11-23
9398,high_spender,Moscow,2024-12-19
9399,discount_hunter,Ekaterinburg,2020-10-23
9400,discount_hunter,SPB,2023-04-09
9401,new,Kazan,2023-02-08
9402,high_spender,Kazan,2023-05-21
9403,loyal,Moscow,2020-09-06
9404,loyal,Kazan,2024-12-12
9405,loyal,Moscow,2020-04-13
9406,new,Moscow,2021-06-12
9407,churn_risk,Kazan,2020-05-13
9408,discount_hunter,Kazan,2023-04-07
9409,high_spender,Kazan,2022-05-11
9410,returning,Moscow,2024-10-20
9411,returning,Moscow,2024-12-19
9412,churn_risk,Moscow,2024-02-19
9413,new,SPB,2024-01-20
9414,returning,Kazan,2021-05-16
9415,high_spender,Kazan,2022-01-02
9416,new,Ekaterinburg,2022-09-18
9417,returning,Ekaterinburg,2023-01-01
9418,returning,Kazan,2022-11-15
9419,loyal,Moscow,2021-03-28
9420,new,Moscow,2024-03-11
9421,returning,SPB,2023-11-11
9422,churn_risk,Ekaterinburg,2020-08-16
9423,churn_risk,SPB,2024-01-29
9424,loyal,Ekaterinburg,2020-02-24
9425,loyal,Moscow,2021-10-24
9426,returning,SPB,2023-06-26
9427,high_spender,Ekaterinburg,2022-02-23
9428,churn_risk,Ekaterinburg,2022-06-20
9429,loyal,Ekaterinburg,2023-08-14
9430,churn_risk,SPB,2021-09-23
9431,high_spender,Kazan,2023-06-24
9432,new,Kazan,2022-07-18
9433,returning,Moscow,2020-01-27
9434,new,Moscow,2024-02-14
9435,returning,SPB,2024-11-02
9436,churn_risk,Kazan,2020-05-25
9437,churn_risk,SPB,2021-06-16
9438,returning,SPB,2022-12-04
9439,returning,SPB,2022-09-12
9440,high_spender,SPB,2022-12-31
9441,new,SPB,2020-01-31
9442,discount_hunter,Moscow,2021-11-03
9443,new,Ekaterinburg,2024-03-19
9444,high_spender,Kazan,2020-03-14
9445,churn_risk,Ekaterinburg,2024-02-16
9446,loyal,SPB,2022-05-07
9447,loyal,Ekaterinburg,2023-06-09
9448,discount_hunter,SPB,2022-10-21
9449,new,Moscow,2020-03-22
9450,high_spender,SPB,2024-05-06
9451,churn_risk,SPB,2020-01-12
9452,high_spender,Kazan,2021-06-16
9453,new,SPB,2024-12-24
9454,churn_risk,Moscow,2021-02-08
9455,high_spender,Ekaterinburg,2023-12-31
9456,returning,SPB,2022-04-17
9457,discount_hunter,SPB,2023-09-28
9458,new,Kazan,2021-08-16
9459,discount_hunter,Moscow,2020-02-19
9460,new,Ekaterinburg,2021-11-05
9461,churn_risk,Moscow,2021-07-26
9462,new,Ekaterinburg,2022-05-27
9463,returning,Kazan,2023-10-07
9464,returning,Ekaterinburg,2022-04-27
9465,discount_hunter,Ekaterinburg,2021-07-06
9466,churn_risk,Moscow,2022-09-22
9467,returning,Moscow,2020-03-13
9468,returning,SPB,2022-03-19
9469,new,Moscow,2024-03-30
9470,new,Kazan,2021-11-13
9471,loyal,SPB,2023-08-22
9472,high_spender,SPB,2022-07-06
9473,loyal,Moscow,2021-02-10
9474,high_spender,Moscow,2020-11-18
9475,loyal,Kazan,2020-09-17
9476,high_spender,Moscow,2021-10-05
9477,new,Moscow,2023-07-25
9478,discount_hunter,Ekaterinburg,2022-11-24
9479,returning,Moscow,2021-08-30
9480,discount_hunter,Moscow,2023-03-30
9481,high_spender,Moscow,2020-01-11
9482,returning,Kazan,2020-11-10
9483,churn_risk,Kazan,2020-01-27
9484,loyal,Moscow,2023-10-15
9485,returning,Kazan,2024-08-19
9486,discount_hunter,Moscow,2022-06-08
9487,returning,Ekaterinburg,2022-10-25
9488,churn_risk,Moscow,2023-01-07
9489,returning,Kazan,2021-05-13
9490,high_spender,Moscow,2023-12-29
9491,new,Kazan,2022-09-08
9492,discount_hunter,SPB,2024-03-31
9493,new,Kazan,2024-12-30
9494,high_spender,Kazan,2020-09-04
9495,loyal,SPB,2023-10-19
9496,loyal,SPB,2022-10-29
9497,high_spender,SPB,2021-05-29
9498,returning,Ekaterinburg,2021-09-13
9499,returning,Kazan,2020-02-20
9500,discount_hunter,Ekaterinburg,2021-10-09
9501,loyal,SPB,2020-06-11
9502,churn_risk,Ekaterinburg,2024-06-02
9503,churn_risk,Ekaterinburg,2024-09-23
9504,discount_hunter,Ekaterinburg,2022-07-08
9505,churn_risk,SPB,2021-04-08
9506,new,SPB,2023-02-09
9507,high_spender,Kazan,2023-02-08
9508,high_spender,Moscow,2021-05-01
9509,new,Ekaterinburg,2022-09-09
9510,returning,Kazan,2021-02-03
9511,returning,Ekaterinburg,2020-11-30
9512,high_spender,SPB,2020-04-02
9513,loyal,Kazan,2020-08-19
9514,churn_risk,SPB,2022-06-03
9515,discount_hunter,Ekaterinburg,2024-07-03
9516,new,SPB,2024-07-29
9517,high_spender,SPB,2023-05-06
9518,new,Kazan,2023-09-12
9519,returning,SPB,2020-07-29
9520,high_spender,SPB,2022-08-09
9521,discount_hunter,Ekaterinburg,2021-07-11
9522,churn_risk,Ekaterinburg,2023-08-28
9523,loyal,Kazan,2021-03-06
9524,loyal,Kazan,2021-04-02
9525,returning,SPB,2020-01-14
9526,discount_hunter,Ekaterinburg,2022-09-11
9527,churn_risk,Ekaterinburg,2022-11-07
9528,loyal,Kazan,2022-03-04
