,return_id,transaction_id,customer_id,product_id,reason
4319,4320,110890,42764,185,damaged
4320,4321,49803,19216,66,wrong_size
4321,4322,109763,42310,408,wrong_size
4322,4323,23710,9146,234,defect
4323,4324,53568,20726,42,defect
4324,4325,52592,20325,499,damaged
4325,4326,82786,31974,80,other
4326,4327,53729,20797,228,other
4327,4328,61155,23648,225,wrong_size
4328,4329,13657,5275,113,wrong_size
4329,4330,75768,29255,351,other
4330,4331,34320,13256,494,damaged
4331,4332,96596,37300,10,other
4332,4333,18011,6948,498,other
4333,4334,35468,13712,336,wrong_size
4334,4335,102168,39422,176,other
4335,4336,39480,15235,401,defect
4336,4337,78274,30248,66,other
4337,4338,49414,19066,191,wrong_size
4338,4339,20591,7937,322,wrong_size
4339,4340,37190,14366,345,damaged
4340,4341,31430,12135,243,other
4341,4342,95730,36957,322,wrong_size
4342,4343,72151,27858,120,defect
4343,4344,55494,21505,396,damaged
4344,4345,16780,6489,50,damaged
4345,4346,126410,48775,91,defect
4346,4347,57814,22365,12,other
4347,4348,75643,29208,92,defect
4348,4349,20115,7750,421,other
4349,4350,114247,44019,166,damaged
4350,4351,114681,44179,280,other
4351,4352,107765,41546,224,other
4352,4353,61599,23824,411,defect
4353,4354,53216,20585,298,wrong_size
4354,4355,108073,41665,377,wrong_size
4355,4356,67934,26262,80,wrong_size
4356,4357,60920,23554,145,defect
4357,4358,101546,39170,402,wrong_size
4358,4359,125551,48426,277,damaged
4359,4360,85558,33069,368,damaged
4360,4361,91550,35393,29,damaged
4361,4362,105003,40491,305,damaged
4362,4363,128458,49561,102,other
4363,4364,56873,22033,230,other
4364,4365,41918,16188,250,defect
4365,4366,44691,17271,90,other
4366,4367,35816,13829,316,defect
4367,4368,38623,14898,254,damaged
4368,4369,50878,19643,335,other
4369,4370,33121,12797,46,defect
4370,4371,102583,39582,354,other
4371,4372,35095,13567,188,damaged
4372,4373,83556,32279,165,defect
4373,4374,18447,7117,60,wrong_size
4374,4375,64704,24996,338,defect
4375,4376,48404,18691,349,wrong_size
4376,4377,107723,41530,113,other
4377,4378,78991,30533,295,defect
4378,4379,10357,4020,359,wrong_size
4379,4380,21098,8144,99,other
4380,4381,47309,18273,320,defect
4381,4382,54660,21177,439,other
4382,4383,53075,20536,366,wrong_size
4383,4384,83933,32434,273,defect
4384,4385,40063,15457,499,damaged
4385,4386,56526,21901,432,other
4386,4387,9737,3784,483,defect
4387,4388,106803,41175,53,other
4388,4389,74802,28890,295,other
4389,4390,31605,12205,72,defect
4390,4391,3363,1318,357,other
4391,4392,58116,22465,136,other
4392,4393,83217,32151,270,wrong_size
4393,4394,59408,22953,268,defect
4394,4395,31470,12149,99,wrong_size
4395,4396,76548,29551,458,other
4396,4397,17322,6704,457,wrong_size
4397,4398,97590,37680,167,wrong_size
4398,4399,27550,10647,229,wrong_size
4399,4400,9901,3843,15,wrong_size
4400,4401,127815,49316,157,damaged
4401,4402,109469,42202,436,wrong_size
4402,4403,86669,33508,273,damaged
4403,4404,10173,3948,285,wrong_size
4404,4405,118346,45644,336,defect
4405,4406,46128,17814,232,other
4406,4407,53643,20760,362,wrong_size
4407,4408,62441,24153,452,damaged
4408,4409,89035,34425,3,damaged
4409,4410,41855,16166,279,wrong_size
4410,4411,72176,27873,210,wrong_size
4411,4412,108715,41923,332,damaged
4412,4413,23364,9014,412,defect
4413,4414,15401,5974,176,other
4414,4415,64974,25106,456,other
4415,4416,116924,45113,286,wrong_size
4416,4417,128848,49706,107,defect
4417,4418,113383,43688,128,other
4418,4419,85547,33066,390,other
4419,4420,51503,19893,103,other
4420,4421,52841,20431,390,wrong_size
4421,4422,59462,22976,86,damaged
4422,4423,51355,19832,489,wrong_size
4423,4424,18606,7164,149,defect
4424,4425,51425,19863,276,defect
4425,4426,70134,27102,290,wrong_size
4426,4427,121550,46849,334,other
4427,4428,124336,47939,385,other
4428,4429,103781,40027,87,other
4429,4430,63008,24365,174,other
4430,4431,38457,14837,236,other
4431,4432,123937,47772,297,other
4432,4433,17144,6629,441,damaged
4433,4434,84297,32565,475,defect
4434,4435,9205,3582,435,wrong_size
4435,4436,120355,46411,74,other
4436,4437,123226,47487,421,wrong_size
4437,4438,7930,3064,385,defect
4438,4439,92883,35878,278,defect
4439,4440,4505,1737,375,wrong_size
4440,4441,109870,42352,261,other
4441,4442,5280,2045,336,damaged
4442,4443,49583,19125,224,defect
4443,4444,14204,5488,316,other
4444,4445,70385,27199,465,wrong_size
4445,4446,11895,4601,442,wrong_size
4446,4447,6258,2411,337,other
4447,4448,15621,6059,384,damaged
4448,4449,35025,13539,339,wrong_size
4449,4450,100484,38774,82,wrong_size
4450,4451,64975,25106,458,other
4451,4452,83985,32455,80,damaged
4452,4453,25107,9677,440,damaged
4453,4454,81306,31413,251,wrong_size
4454,4455,94059,36326,207,other
4455,4456,36527,14117,12,other
4456,4457,8061,3114,79,damaged
4457,4458,68706,26551,230,wrong_size
4458,4459,115507,44523,221,damaged
4459,4460,9602,3735,420,other
4460,4461,230,103,209,damaged
4461,4462,3333,1313,188,defect
4462,4463,56765,21994,115,defect
4463,4464,126871,48949,55,wrong_size
4464,4465,114495,44119,392,wrong_size
4465,4466,19158,7381,257,other
4466,4467,106164,40935,198,defect
4467,4468,60932,23560,262,wrong_size
4468,4469,83798,32381,334,defect
4469,4470,52953,20478,290,damaged
4470,4471,71298,27534,429,other
4471,4472,80748,31205,142,other
4472,4473,48580,18751,264,other
4473,4474,129544,49980,187,wrong_size
4474,4475,17451,6756,89,defect
4475,4476,16551,6400,120,damaged
4476,4477,106701,41141,405,defect
4477,4478,126517,48818,298,other
4478,4479,35896,13865,182,other
4479,4480,89259,34515,164,defect
4480,4481,77731,30039,463,damaged
4481,4482,26581,10279,311,damaged
4482,4483,40647,15691,222,damaged
4483,4484,91457,35353,147,wrong_size
4484,4485,105106,40532,52,defect
4485,4486,4893,1893,146,defect
4486,4487,70440,27215,267,defect
4487,4488,24079,9280,255,defect
4488,4489,35408,13688,332,damaged
4489,4490,123894,47755,14,wrong_size
4490,4491,94756,36588,375,wrong_size
4491,4492,53475,20689,385,defect
4492,4493,37425,14464,454,defect
4493,4494,93859,36251,60,defect
4494,4495,14110,5456,68,damaged
4495,4496,31583,12196,171,defect
4496,4497,101593,39184,63,defect
4497,4498,79533,30740,373,other
4498,4499,53433,20672,208,defect
4499,4500,4250,1640,497,defect
4500,4501,61440,23763,350,wrong_size
4501,4502,108922,41994,111,defect
4502,4503,105859,40820,167,defect
4503,4504,75240,29052,437,defect
4504,4505,24987,9637,183,wrong_size
4505,4506,20516,7911,93,damaged
4506,4507,102154,39416,320,other
4507,4508,16661,6445,74,damaged
4508,4509,115386,44474,162,defect
4509,4510,25751,9959,195,wrong_size
4510,4511,125953,48588,116,damaged
4511,4512,84463,32636,381,wrong_size
4512,4513,73563,28400,145,damaged
4513,4514,74850,28902,148,other
4514,4515,55938,21682,464,damaged
4515,4516,50045,19304,315,defect
4516,4517,18609,7165,423,defect
4517,4518,26797,10360,313,damaged
4518,4519,117376,45277,255,defect
4519,4520,115240,44412,337,other
4520,4521,113737,43829,480,other
4521,4522,67128,25944,241,damaged
4522,4523,62869,24312,40,other
4523,4524,64833,25046,172,other
4524,4525,1900,766,44,defect
4525,4526,44379,17141,118,damaged
4526,4527,104793,40412,332,defect
4527,4528,920,384,432,damaged
4528,4529,32949,12722,85,damaged
4529,4530,67830,26218,119,other
4530,4531,88311,34161,438,other
4531,4532,31153,12037,153,damaged
4532,4533,120196,46343,402,wrong_size
4533,4534,77651,30007,255,wrong_size
4534,4535,80689,31181,178,other
4535,4536,42891,16562,222,wrong_size
4536,4537,15595,6050,93,wrong_size
4537,4538,12387,4791,49,damaged
4538,4539,122236,47107,342,other
4539,4540,91478,35359,59,defect
4540,4541,52798,20416,381,wrong_size
4541,4542,26296,10184,133,defect
4542,4543,58758,22705,420,other
4543,4544,9881,3837,264,damaged
4544,4545,38210,14737,472,wrong_size
4545,4546,56104,21752,450,damaged
4546,4547,83954,32441,359,defect
4547,4548,120616,46499,468,wrong_size
4548,4549,27787,10733,292,other
4549,4550,103301,39845,154,defect
4550,4551,47938,18520,314,wrong_size
4551,4552,56884,22038,449,wrong_size
4552,4553,28184,10882,280,other
4553,4554,95668,36932,477,wrong_size
4554,4555,2028,811,87,defect
4555,4556,121190,46712,2,wrong_size
4556,4557,25698,9942,256,wrong_size
4557,4558,31943,12343,472,damaged
4558,4559,34687,13406,97,defect
4559,4560,128465,49564,407,other
4560,4561,24693,9519,456,wrong_size
4561,4562,39325,15169,483,damaged
4562,4563,121258,46739,88,wrong_size
4563,4564,7345,2832,472,defect
4564,4565,26584,10279,359,wrong_size
4565,4566,11616,4497,317,defect
4566,4567,88832,34355,106,defect
4567,4568,62299,24095,417,defect
4568,4569,121950,46993,438,defect
4569,4570,47136,18207,85,damaged
4570,4571,100408,38744,179,defect
4571,4572,99933,38568,399,damaged
4572,4573,103315,39851,434,damaged
4573,4574,129317,49891,288,defect
4574,4575,55920,21673,129,defect
4575,4576,2253,903,232,other
4576,4577,122204,47095,186,defect
4577,4578,35805,13823,245,damaged
4578,4579,3585,1401,224,other
4579,4580,70407,27206,480,other
4580,4581,125925,48580,350,other
4581,4582,52867,20440,446,other
4582,4583,16262,6298,371,wrong_size
4583,4584,35074,13559,447,other
4584,4585,63994,24714,284,damaged
4585,4586,117631,45379,361,other
4586,4587,107576,41476,188,damaged
4587,4588,31347,12104,303,damaged
4588,4589,72530,27999,330,defect
4589,4590,88949,34395,453,other
4590,4591,24567,9470,199,damaged
4591,4592,128730,49665,325,other
4592,4593,102905,39698,250,defect
4593,4594,65972,25492,317,wrong_size
4594,4595,71373,27564,117,wrong_size
4595,4596,105610,40732,331,wrong_size
4596,4597,35752,13807,10,other
4597,4598,100319,38711,93,defect
4598,4599,14165,5475,497,defect
4599,4600,11798,4566,16,other
4600,4601,31080,12011,80,wrong_size
4601,4602,123577,47624,368,wrong_size
4602,4603,27757,10720,492,defect
4603,4604,57663,22313,127,defect
4604,4605,53864,20856,152,damaged
4605,4606,99412,38377,53,wrong_size
4606,4607,52521,20301,4,wrong_size
4607,4608,112989,43546,403,other
4608,4609,83967,32446,99,defect
4609,4610,122714,47290,310,defect
4610,4611,8194,3163,373,wrong_size
4611,4612,3182,1254,220,defect
4612,4613,9673,3761,306,defect
4613,4614,52677,20363,304,defect
4614,4615,17126,6617,335,wrong_size
4615,4616,57872,22382,403,damaged
4616,4617,61936,23951,64,damaged
4617,4618,28072,10849,96,damaged
4618,4619,98006,37832,254,wrong_size
4619,4620,15905,6170,85,defect
4620,4621,54537,21128,37,defect
4621,4622,117042,45163,409,other
4622,4623,74931,28933,277,damaged
4623,4624,69557,26866,91,wrong_size
4624,4625,72732,28077,150,wrong_size
4625,4626,97691,37717,135,defect
4626,4627,122811,47323,494,damaged
4627,4628,65574,25339,427,damaged
4628,4629,96409,37235,129,damaged
4629,4630,110081,42449,306,other
4630,4631,104922,40460,246,other
4631,4632,19457,7495,71,defect
4632,4633,15429,5981,245,other
4633,4634,18306,7057,29,defect
4634,4635,75680,29221,200,damaged
4635,4636,3671,1435,84,defect
4636,4637,97412,37609,316,other
4637,4638,3117,1228,282,damaged
4638,4639,67369,26033,424,wrong_size
4639,4640,117602,45368,274,damaged
4640,4641,117685,45400,179,wrong_size
4641,4642,61457,23768,90,damaged
4642,4643,60425,23363,409,damaged
4643,4644,13739,5312,419,defect
4644,4645,110692,42699,475,defect
4645,4646,22463,8671,449,other
4646,4647,111856,43125,251,damaged
4647,4648,7557,2916,365,wrong_size
4648,4649,122439,47188,429,damaged
4649,4650,56810,22014,442,wrong_size
4650,4651,50830,19623,486,damaged
4651,4652,69769,26959,298,wrong_size
4652,4653,121878,46960,357,wrong_size
4653,4654,91811,35493,391,defect
4654,4655,33271,12858,431,damaged
4655,4656,19538,7531,167,defect
4656,4657,29838,11513,354,wrong_size
4657,4658,83119,32112,264,damaged
4658,4659,92319,35679,440,damaged
4659,4660,34271,13242,57,defect
4660,4661,74441,28740,143,other
4661,4662,113935,43901,330,wrong_size
4662,4663,52060,20120,328,defect
4663,4664,79577,30760,191,damaged
4664,4665,107811,41565,454,wrong_size
4665,4666,33315,12877,186,defect
4666,4667,62993,24360,51,damaged
4667,4668,6722,2592,135,damaged
4668,4669,17551,6792,439,other
4669,4670,2365,939,216,other
4670,4671,84276,32554,369,other
4671,4672,61310,23713,101,defect
4672,4673,2519,1007,392,wrong_size
4673,4674,52514,20297,306,other
4674,4675,6953,2674,449,defect
4675,4676,105228,40588,300,other
4676,4677,1755,718,497,other
4677,4678,100294,38704,500,defect
4678,4679,44980,17393,149,other
4679,4680,96215,37153,112,wrong_size
4680,4681,25837,10002,495,other
4681,4682,53583,20731,285,wrong_size
4682,4683,30952,11958,377,other
4683,4684,89206,34493,187,wrong_size
4684,4685,32640,12602,228,other
4685,4686,56697,21966,453,damaged
4686,4687,115755,44622,307,wrong_size
4687,4688,2025,811,206,wrong_size
4688,4689,68079,26315,370,wrong_size
4689,4690,49951,19274,24,wrong_size
4690,4691,90424,34962,32,other
4691,4692,66153,25557,341,other
4692,4693,29028,11201,95,other
4693,4694,54588,21145,437,wrong_size
4694,4695,89702,34684,360,wrong_size
4695,4696,17622,6821,48,other
4696,4697,22967,8864,176,defect
4697,4698,26147,10130,265,other
4698,4699,5967,2306,400,other
4699,4700,104027,40117,285,damaged
4700,4701,121384,46785,210,defect
4701,4702,108712,41922,258,other
4702,4703,105199,40575,163,other
4703,4704,121669,46885,315,other
4704,4705,14278,5521,313,defect
4705,4706,118743,45783,442,wrong_size
4706,4707,3419,1338,282,defect
4707,4708,89719,34688,374,other
4708,4709,106239,40961,195,damaged
4709,4710,11854,4589,402,defect
4710,4711,55202,21387,244,wrong_size
4711,4712,107269,41346,208,damaged
4712,4713,70129,27099,215,defect
4713,4714,68637,26527,448,damaged
4714,4715,29513,11390,404,damaged
4715,4716,44991,17399,420,damaged
4716,4717,106561,41082,60,other
4717,4718,65068,25149,476,damaged
4718,4719,31272,12076,314,other
4719,4720,82380,31825,129,defect
4720,4721,16944,6542,195,wrong_size
4721,4722,106200,40946,22,other
4722,4723,113560,43760,235,other
4723,4724,1075,441,498,defect
4724,4725,93336,36054,349,damaged
4725,4726,100458,38765,379,wrong_size
4726,4727,38648,14911,242,defect
4727,4728,122309,47136,220,defect
4728,4729,4462,1719,235,damaged
4729,4730,87419,33817,402,other
4730,4731,32958,12726,245,other
4731,4732,20825,8025,153,damaged
4732,4733,110089,42453,339,defect
4733,4734,10065,3907,235,damaged
4734,4735,15542,6028,333,defect
4735,4736,7804,3015,167,other
4736,4737,19848,7657,383,other
4737,4738,22832,8822,55,other
4738,4739,36610,14142,432,damaged
4739,4740,60708,23477,31,defect
4740,4741,8554,3327,446,defect
4741,4742,78023,30152,124,wrong_size
4742,4743,40243,15536,264,wrong_size
4743,4744,98775,38120,255,other
4744,4745,111392,42957,460,other
4745,4746,31509,12162,371,other
4746,4747,92970,35915,189,damaged
4747,4748,55745,21607,140,wrong_size
4748,4749,116137,44774,111,defect
4749,4750,2198,876,262,defect
4750,4751,18739,7215,287,damaged
4751,4752,28115,10861,302,damaged
4752,4753,117817,45447,135,wrong_size
4753,4754,112410,43331,266,damaged
4754,4755,15000,5819,482,damaged
4755,4756,5753,2231,377,damaged
4756,4757,28978,11175,81,wrong_size
4757,4758,129394,49920,100,other
4758,4759,84018,32464,88,damaged
4759,4760,85051,32861,130,damaged
4760,4761,4164,1603,14,defect
4761,4762,81365,31433,210,wrong_size
4762,4763,40614,15681,274,damaged
4763,4764,975,403,375,other
4764,4765,70925,27387,379,wrong_size
4765,4766,19047,7336,273,damaged
4766,4767,19612,7562,100,damaged
4767,4768,116887,45097,221,other
4768,4769,52651,20354,181,damaged
4769,4770,124677,48079,291,other
4770,4771,21734,8380,153,other
4771,4772,106616,41107,427,wrong_size
4772,4773,67430,26050,319,defect
4773,4774,123922,47764,381,other
4774,4775,43329,16733,499,damaged
4775,4776,90121,34846,230,other
4776,4777,60548,23411,100,other
4777,4778,92095,35595,253,defect
4778,4779,107296,41362,327,other
4779,4780,112789,43471,185,wrong_size
4780,4781,92940,35905,495,other
4781,4782,69695,26934,175,defect
4782,4783,11865,4591,98,other
4783,4784,75463,29140,134,defect
4784,4785,111891,43137,451,defect
4785,4786,123419,47559,148,other
4786,4787,70421,27209,58,other
4787,4788,99964,38581,427,damaged
4788,4789,65472,25298,247,other
4789,4790,2694,1080,164,damaged
4790,4791,8013,3092,341,wrong_size
4791,4792,47781,18452,473,defect
4792,4793,62195,24058,125,damaged
4793,4794,49184,18991,164,defect
4794,4795,16284,6307,247,defect
4795,4796,68885,26625,413,damaged
4796,4797,13644,5269,171,defect
4797,4798,52277,20206,383,damaged
4798,4799,127825,49318,181,wrong_size
4799,4800,107259,41344,159,damaged
4800,4801,12496,4827,14,damaged
4801,4802,95419,36838,124,defect
4802,4803,100316,38710,176,defect
4803,4804,103709,39990,86,defect
4804,4805,38907,15011,395,defect
4805,4806,106880,41200,403,wrong_size
4806,4807,37840,14616,143,defect
4807,4808,4244,1639,41,other
4808,4809,113594,43774,319,damaged
4809,4810,107521,41455,105,other
4810,4811,86708,33525,306,defect
4811,4812,72312,27921,98,wrong_size
4812,4813,15087,5853,85,damaged
4813,4814,96667,37323,375,defect
4814,4815,51139,19744,226,damaged
4815,4816,124071,47830,461,wrong_size
4816,4817,34440,13304,317,other
4817,4818,77306,29868,415,damaged
4818,4819,39699,15319,380,wrong_size
4819,4820,34569,13357,126,defect
4820,4821,118643,45746,46,wrong_size
4821,4822,28876,11138,93,defect
4822,4823,11118,4314,497,other
4823,4824,76066,29371,388,other
4824,4825,107656,41506,485,damaged
4825,4826,3020,1192,74,wrong_size
4826,4827,118680,45761,166,other
4827,4828,42457,16391,154,other
4828,4829,28713,11083,129,defect
4829,4830,107291,41360,93,defect
4830,4831,88291,34155,17,defect
4831,4832,12079,4673,322,defect
4832,4833,114538,44134,6,wrong_size
4833,4834,58393,22561,148,damaged
4834,4835,82978,32053,188,defect
4835,4836,99514,38414,409,damaged
4836,4837,74783,28878,303,damaged
4837,4838,7810,3019,140,other
4838,4839,63079,24394,81,damaged
4839,4840,119861,46208,125,wrong_size
4840,4841,103935,40086,362,wrong_size
4841,4842,81541,31496,81,damaged
4842,4843,73211,28263,37,defect
4843,4844,56909,22048,317,other
4844,4845,6858,2640,17,defect
4845,4846,78701,30427,114,defect
4846,4847,87122,33688,11,other
4847,4848,10067,3909,461,defect
4848,4849,127240,49102,320,defect
4849,4850,40701,15709,259,wrong_size
4850,4851,111038,42820,31,wrong_size
4851,4852,24350,9393,125,other
4852,4853,39631,15292,54,damaged
4853,4854,47555,18373,197,defect
4854,4855,128860,49710,304,wrong_size
4855,4856,28174,10878,244,other
4856,4857,122890,47354,160,wrong_size
4857,4858,80465,31091,190,defect
4858,4859,64807,25032,192,damaged
4859,4860,12834,4961,292,defect
4860,4861,116595,44983,307,defect
4861,4862,103610,39957,166,defect
4862,4863,100624,38823,98,damaged
4863,4864,27356,10572,485,damaged
4864,4865,63638,24589,366,damaged
4865,4866,101457,39129,89,wrong_size
4866,4867,33355,12896,472,defect
4867,4868,48044,18556,286,defect
4868,4869,103289,39841,424,damaged
4869,4870,120138,46316,261,damaged
4870,4871,31179,12045,464,other
4871,4872,29018,11195,238,damaged
4872,4873,71487,27603,85,defect
4873,4874,66514,25698,42,other
4874,4875,67740,26183,132,other
4875,4876,26533,10266,163,damaged
4876,4877,45080,17430,62,damaged
4877,4878,1725,704,203,wrong_size
4878,4879,104532,40325,344,wrong_size
4879,4880,7990,3086,500,defect
4880,4881,40605,15679,334,wrong_size
4881,4882,23154,8935,100,damaged
4882,4883,85436,33023,20,other
4883,4884,53805,20828,98,wrong_size
4884,4885,34834,13470,30,other
4885,4886,103528,39933,154,wrong_size
4886,4887,22008,8499,416,damaged
4887,4888,53442,20675,265,wrong_size
4888,4889,93347,36058,336,damaged
4889,4890,68572,26498,294,other
4890,4891,105423,40657,97,wrong_size
4891,4892,9359,3642,495,wrong_size
4892,4893,86812,33566,63,wrong_size
4893,4894,64878,25063,432,wrong_size
4894,4895,112870,43500,143,other
4895,4896,86562,33471,389,other
4896,4897,45674,17640,334,damaged
4897,4898,90493,34989,81,defect
4898,4899,33567,12978,298,defect
4899,4900,88242,34133,478,defect
4900,4901,30646,11835,303,damaged
4901,4902,125157,48274,439,other
4902,4903,21854,8432,473,other
4903,4904,106663,41123,300,damaged
4904,4905,10722,4158,269,damaged
4905,4906,62746,24267,1,wrong_size
4906,4907,65780,25426,265,wrong_size
4907,4908,124668,48077,335,defect
4908,4909,59809,23110,210,other
4909,4910,113146,43603,2,defect
4910,4911,18214,7023,487,defect
4911,4912,55809,21630,317,damaged
4912,4913,107050,41270,336,wrong_size
4913,4914,42210,16293,39,damaged
4914,4915,10883,4220,179,wrong_size
4915,4916,24152,9308,375,other
4916,4917,80877,31257,255,damaged
4917,4918,89714,34686,241,defect
4918,4919,53529,20708,470,damaged
4919,4920,2920,1159,338,defect
4920,4921,24842,9572,134,damaged
4921,4922,115122,44363,385,damaged
4922,4923,68646,26530,370,defect
4923,4924,107464,41433,222,damaged
4924,4925,35179,13597,317,wrong_size
4925,4926,10280,3987,58,other
4926,4927,29560,11409,313,other
4927,4928,98352,37969,305,defect
4928,4929,97666,37708,481,wrong_size
4929,4930,27423,10601,228,wrong_size
4930,4931,7856,3040,171,defect
4931,4932,64423,24875,384,other
4932,4933,94956,36657,398,damaged
4933,4934,1298,533,423,defect
4934,4935,109107,42073,375,defect
4935,4936,89710,34686,396,defect
4936,4937,43738,16899,428,wrong_size
4937,4938,40783,15745,435,defect
4938,4939,45323,17511,410,wrong_size
4939,4940,43199,16683,106,damaged
4940,4941,104794,40412,243,defect
4941,4942,14202,5488,29,defect
4942,4943,46500,17964,51,wrong_size
4943,4944,54994,21299,281,other
4944,4945,72272,27904,310,wrong_size
4945,4946,32950,12722,487,damaged
4946,4947,37835,14615,72,defect
4947,4948,51417,19859,320,wrong_size
4948,4949,80632,31157,53,defect
4949,4950,90161,34861,237,other
4950,4951,61432,23762,441,damaged
4951,4952,90904,35127,205,defect
4952,4953,41339,15968,48,damaged
4953,4954,40689,15707,444,defect
4954,4955,119560,46098,408,defect
4955,4956,119021,45894,192,defect
4956,4957,69816,26979,65,defect
4957,4958,68146,26338,56,defect
4958,4959,108532,41847,36,wrong_size
4959,4960,57217,22148,328,wrong_size
4960,4961,119585,46108,388,damaged
4961,4962,63001,24363,57,damaged
4962,4963,13873,5362,194,other
4963,4964,90752,35074,33,damaged
4964,4965,80762,31208,367,wrong_size
4965,4966,39688,15312,65,other
4966,4967,51091,19725,98,other
4967,4968,113,58,390,damaged
4968,4969,114454,44096,421,other
4969,4970,62318,24102,130,damaged
4970,4971,60401,23354,86,other
4971,4972,52248,20191,62,other
4972,4973,20814,8022,25,defect
4973,4974,28426,10972,160,other
4974,4975,125211,48293,96,defect
4975,4976,129243,49861,24,other
4976,4977,4629,1785,331,damaged
4977,4978,92305,35676,127,wrong_size
4978,4979,26784,10354,81,other
4979,4980,125374,48360,423,damaged
4980,4981,47025,18168,427,other
4981,4982,30457,11757,340,other
4982,4983,58048,22439,75,damaged
4983,4984,90772,35082,437,damaged
4984,4985,6011,2321,278,defect
4985,4986,87422,33820,41,damaged
4986,4987,62170,24050,353,defect
4987,4988,121927,46984,202,wrong_size
4988,4989,17468,6762,53,wrong_size
4989,4990,77591,29979,191,defect
4990,4991,96128,37123,175,damaged
4991,4992,17460,6759,190,defect
4992,4993,83643,32313,246,defect
4993,4994,50704,19568,72,wrong_size
4994,4995,68774,26580,242,wrong_size
4995,4996,95529,36878,300,defect
4996,4997,53816,20834,390,defect
4997,4998,90607,35025,109,damaged
4998,4999,92162,35619,116,wrong_size
4999,5000,56174,21777,235,damaged
5000,5001,117047,45164,398,damaged
5001,5002,47903,18506,79,other
5002,5003,99947,38575,142,damaged
5003,5004,52208,20177,110,wrong_size
5004,5005,66735,25776,293,defect
5005,5006,124099,47840,491,other
5006,5007,91014,35174,434,defect
5007,5008,77010,29743,425,defect
5008,5009,121432,46801,89,other
5009,5010,15287,5929,482,other
5010,5011,71815,27736,438,defect
5011,5012,114641,44167,57,defect
5012,5013,98942,38186,272,damaged
5013,5014,44252,17098,126,other
5014,5015,23382,9017,235,other
5015,5016,33239,12841,78,wrong_size
5016,5017,391,163,439,defect
5017,5018,60383,23349,83,wrong_size
5018,5019,96233,37161,263,damaged
5019,5020,124332,47937,440,wrong_size
5020,5021,80089,30946,480,wrong_size
5021,5022,78508,30351,29,other
5022,5023,62425,24143,109,other
5023,5024,60054,23213,187,damaged
5024,5025,40379,15585,447,damaged
5025,5026,74498,28762,449,wrong_size
5026,5027,58703,22686,24,wrong_size
5027,5028,87952,34018,68,damaged
5028,5029,38757,14952,138,wrong_size
5029,5030,52564,20317,377,defect
5030,5031,4043,1566,102,wrong_size
5031,5032,97589,37680,183,defect
5032,5033,128033,49394,91,other
5033,5034,102216,39445,91,other
5034,5035,37053,14306,266,wrong_size
5035,5036,47032,18169,414,wrong_size
5036,5037,97125,37499,478,defect
5037,5038,12604,4864,68,other
5038,5039,126776,48912,74,wrong_size
5039,5040,13293,5129,21,wrong_size
5040,5041,87536,33865,390,wrong_size
5041,5042,51775,20004,6,damaged
5042,5043,70436,27213,174,wrong_size
5043,5044,25692,9938,57,wrong_size
5044,5045,78175,30209,433,defect
5045,5046,37346,14427,131,wrong_size
5046,5047,89970,34783,444,wrong_size
5047,5048,57959,22414,285,wrong_size
5048,5049,84664,32707,371,other
5049,5050,30247,11676,139,damaged
5050,5051,51880,20044,249,damaged
5051,5052,18413,7106,182,damaged
5052,5053,125788,48523,280,wrong_size
5053,5054,28898,11148,306,wrong_size
5054,5055,47294,18267,36,defect
5055,5056,101078,38986,62,other
5056,5057,8579,3338,17,wrong_size
5057,5058,73387,28336,299,other
5058,5059,793,333,323,damaged
5059,5060,78199,30220,22,defect
5060,5061,51871,20041,139,damaged
5061,5062,126067,48638,331,wrong_size
5062,5063,31196,12049,72,wrong_size
5063,5064,63133,24413,29,damaged
5064,5065,41019,15831,405,defect
5065,5066,97427,37616,218,defect
5066,5067,97006,37453,439,other
5067,5068,85183,32914,375,other
5068,5069,78374,30288,436,other
5069,5070,89133,34465,76,defect
5070,5071,52408,20260,50,wrong_size
5071,5072,30703,11861,228,defect
5072,5073,56954,22061,265,other
5073,5074,69614,26892,288,wrong_size
5074,5075,4186,1611,87,defect
5075,5076,62484,24171,463,wrong_size
5076,5077,39543,15258,467,damaged
5077,5078,124620,48056,83,defect
5078,5079,92755,35833,146,defect
5079,5080,52429,20267,330,other
5080,5081,69621,26896,201,other
5081,5082,93164,35992,189,other
5082,5083,26604,10287,463,defect
5083,5084,30232,11672,189,damaged
5084,5085,19810,7646,495,other
5085,5086,113748,43831,454,defect
5086,5087,57250,22160,284,wrong_size
5087,5088,61347,23729,181,defect
5088,5089,20365,7846,461,wrong_size
5089,5090,107344,41383,6,wrong_size
5090,5091,48857,18863,483,damaged
5091,5092,83970,32447,216,defect
5092,5093,118145,45568,436,defect
5093,5094,14355,5550,301,defect
5094,5095,59546,23006,271,other
5095,5096,54518,21122,417,defect
5096,5097,78928,30508,426,damaged
5097,5098,25280,9760,66,defect
5098,5099,122198,47093,213,damaged
5099,5100,57700,22325,356,damaged
5100,5101,97100,37488,158,defect
5101,5102,73999,28562,412,defect
5102,5103,62097,24025,331,defect
5103,5104,127589,49225,389,other
5104,5105,3620,1413,368,damaged
5105,5106,58953,22776,48,defect
5106,5107,22171,8562,29,damaged
5107,5108,119409,46045,455,other
5108,5109,82548,31881,376,wrong_size
